S_CUSTNO;COGNITIONSOURCE;I_CASES;I_YEAR
1715045;UHD;52;2021
1715045;UHD;10;2022
1715061;UHD;10;2016
1715061;UHD;27;2017
1715061;UHD;31;2018
1715061;UHD;39;2019
1715061;UHD;24;2020
1715061;UHD;35;2021
1715061;UHD;7;2022
1715076;UHD;0;2016
1715076;UHD;1;2017
1715076;UHD;2;2018
1715076;UHD;3;2019
1715076;UHD;4;2020
1715076;UHD;3;2021
1715080;UHD;9;2016
1715080;UHD;39;2017
1715080;UHD;41;2018
1715080;UHD;59;2019
1715080;UHD;41;2020
1715080;UHD;36;2021
1715080;UHD;14;2022
1715103;UHD;1;2016
1715103;UHD;22;2017
1715103;UHD;22;2018
1715103;UHD;27;2019
1715103;UHD;17;2020
1715103;UHD;11;2021
1715103;UHD;8;2022
1715108;UHD;2;2016
1715108;UHD;23;2017
1715108;UHD;18;2018
1715108;UHD;22;2019
1715108;UHD;26;2020
1715108;UHD;18;2021
1715108;UHD;9;2022
1715144;UHD;0;2016
1715144;UHD;0;2017
1715166;UHD;5;2016
1715166;UHD;8;2017
1715166;UHD;1;2018
1715166;UHD;3;2019
1715235;UHD;6;2016
1715235;UHD;13;2017
1715235;UHD;16;2018
1715235;UHD;24;2019
1715235;UHD;13;2020
1715235;UHD;24;2021
1715235;UHD;11;2022
1715256;UHD;10;2018
1715256;UHD;10;2019
1715256;UHD;9;2020
1715256;UHD;3;2021
1715256;UHD;1;2022
1715257;UHD;3;2016
1715257;UHD;4;2017
1715257;UHD;1;2018
1715257;UHD;4;2019
1715257;UHD;6;2020
1715257;UHD;5;2021
1715257;UHD;0;2022
1715283;UHD;2;2016
1715283;UHD;15;2017
1715283;UHD;5;2018
1715283;UHD;3;2019
1715283;UHD;8;2020
1715283;UHD;7;2021
1715283;UHD;0;2022
1715290;UHD;0;2016
1715290;UHD;1;2017
1715290;UHD;3;2018
1715290;UHD;2;2019
1715290;UHD;3;2020
1715290;UHD;1;2021
1715290;UHD;0;2022
1715348;UHD;7;2016
1715348;UHD;7;2017
1715348;UHD;13;2018
1715348;UHD;6;2019
1715348;UHD;3;2020
1715348;UHD;13;2021
1715348;UHD;2;2022
1715353;UHD;0;2016
1715353;UHD;1;2017
1715353;UHD;6;2018
1715353;UHD;2;2019
1715353;UHD;0;2020
1715353;UHD;0;2021
1715353;UHD;0;2022
1715366;UHD;6;2016
1715366;UHD;10;2017
1715366;UHD;10;2018
1715366;UHD;19;2019
1715366;UHD;13;2020
1715366;UHD;24;2021
1715366;UHD;11;2022
1715385;UHD;7;2016
1715385;UHD;43;2017
1715385;UHD;18;2018
1715385;UHD;46;2019
1715385;UHD;53;2020
1715385;UHD;56;2021
1715385;UHD;21;2022
1715396;UHD;4;2016
1715396;UHD;49;2017
1715396;UHD;35;2018
1715396;UHD;30;2019
1715396;UHD;51;2020
1715396;UHD;33;2021
1715396;UHD;5;2022
1715397;UHD;3;2016
1715397;UHD;4;2017
1715397;UHD;17;2018
1715397;UHD;28;2019
1715397;UHD;30;2020
1715397;UHD;19;2021
1715397;UHD;5;2022
1715401;UHD;3;2016
1715401;UHD;9;2017
1715401;UHD;6;2018
1715401;UHD;18;2019
1715401;UHD;38;2020
1715401;UHD;21;2021
1715401;UHD;24;2022
1715416;UHD;2;2016
1715416;UHD;25;2017
1715416;UHD;26;2018
1715416;UHD;47;2019
1715416;UHD;16;2020
1715416;UHD;13;2021
1715416;UHD;6;2022
1715435;UHD;24;2016
1715435;UHD;103;2017
1715435;UHD;74;2018
1715435;UHD;50;2019
1715435;UHD;87;2020
1715435;UHD;65;2021
1715435;UHD;21;2022
1715443;UHD;19;2016
1715443;UHD;32;2017
1715443;UHD;35;2018
1715443;UHD;22;2019
1715443;UHD;31;2020
1715443;UHD;16;2021
1715443;UHD;11;2022
1715453;UHD;0;2016
1715453;UHD;5;2017
1715453;UHD;3;2018
1715453;UHD;0;2019
1715453;UHD;1;2020
1715453;UHD;0;2021
1715453;UHD;0;2022
1715459;UHD;0;2016
1715459;UHD;9;2017
1715459;UHD;3;2018
1715459;UHD;1;2019
1715459;UHD;3;2020
1715459;UHD;2;2021
1715459;UHD;0;2022
1715470;UHD;4;2016
1715470;UHD;15;2017
1715470;UHD;23;2018
1715470;UHD;30;2019
1715470;UHD;29;2020
1715470;UHD;17;2021
1715470;UHD;6;2022
1715472;UHD;2;2016
1715472;UHD;3;2017
1715472;UHD;4;2018
1715474;UHD;1;2016
1715474;UHD;15;2017
1715474;UHD;5;2018
1715474;UHD;14;2019
1715474;UHD;7;2020
1715474;UHD;12;2021
1715474;UHD;2;2022
1715480;UHD;0;2016
1715483;UHD;8;2016
1715483;UHD;38;2017
1715483;UHD;42;2018
1715483;UHD;53;2019
1715483;UHD;121;2020
1715483;UHD;74;2021
1715483;UHD;29;2022
1715488;UHD;1;2016
1715488;UHD;14;2017
1715488;UHD;12;2018
1715488;UHD;12;2019
1715488;UHD;7;2020
1715488;UHD;6;2021
1715488;UHD;0;2022
1715489;UHD;2;2016
1715489;UHD;6;2017
1715489;UHD;10;2018
1715489;UHD;4;2019
1715489;UHD;7;2020
1715489;UHD;6;2021
1715489;UHD;6;2022
1715493;UHD;7;2016
1715493;UHD;28;2017
1715493;UHD;21;2018
1715493;UHD;43;2019
1715493;UHD;22;2020
1715493;UHD;14;2021
1715493;UHD;6;2022
1715510;UHD;3;2016
1715510;UHD;7;2017
1715510;UHD;7;2018
1715510;UHD;27;2019
1715510;UHD;11;2020
1715510;UHD;5;2021
1715510;UHD;0;2022
1715517;UHD;7;2016
1715517;UHD;27;2017
1715517;UHD;12;2018
1715517;UHD;3;2019
1715521;UHD;2;2016
1715521;UHD;20;2017
1715521;UHD;7;2018
1715521;UHD;7;2019
1715521;UHD;8;2020
1715521;UHD;1;2021
1715521;UHD;4;2022
1715536;UHD;9;2016
1715536;UHD;28;2017
1715536;UHD;19;2018
1715536;UHD;37;2019
1715536;UHD;66;2020
1715536;UHD;49;2021
1715536;UHD;12;2022
1715537;UHD;17;2016
1715537;UHD;17;2017
1715537;UHD;21;2018
1715537;UHD;23;2019
1715537;UHD;23;2020
1715593;UHD;4;2016
1715593;UHD;19;2017
1715593;UHD;12;2018
1715605;UHD;13;2016
1715605;UHD;71;2017
1715605;UHD;75;2018
1715605;UHD;101;2019
1715605;UHD;106;2020
1715605;UHD;131;2021
1715605;UHD;24;2022
1715611;UHD;0;2016
1715611;UHD;3;2017
1715611;UHD;0;2018
1715611;UHD;0;2019
1715611;UHD;2;2020
1715611;UHD;0;2021
1715611;UHD;0;2022
1715634;UHD;0;2016
1715634;UHD;9;2017
1715634;UHD;2;2018
1715634;UHD;1;2019
1715634;UHD;8;2020
1715634;UHD;3;2021
1715634;UHD;2;2022
1715645;UHD;0;2016
1715645;UHD;4;2017
1715645;UHD;0;2018
1715645;UHD;1;2019
1715645;UHD;0;2020
1715645;UHD;3;2021
1715645;UHD;0;2022
1715647;UHD;13;2016
1715647;UHD;42;2017
1715647;UHD;40;2018
1715647;UHD;54;2019
1715647;UHD;96;2020
1715647;UHD;84;2021
1715647;UHD;32;2022
1715650;UHD;5;2016
1715650;UHD;2;2017
1715650;UHD;2;2018
1715650;UHD;1;2019
1715650;UHD;0;2020
1715650;UHD;0;2021
1715650;UHD;0;2022
1715653;UHD;5;2016
1715653;UHD;15;2017
1715653;UHD;37;2018
1715653;UHD;33;2019
1715653;UHD;20;2020
1715653;UHD;15;2021
1715654;UHD;3;2016
1715654;UHD;1;2017
1715654;UHD;0;2018
1715657;UHD;14;2016
1715657;UHD;29;2017
1715657;UHD;23;2018
1715657;UHD;24;2019
1715657;UHD;33;2020
1715657;UHD;26;2021
1715657;UHD;10;2022
1715658;UHD;15;2016
1715658;UHD;17;2017
1715658;UHD;30;2018
1715658;UHD;38;2019
1715658;UHD;34;2020
1715658;UHD;34;2021
1715658;UHD;13;2022
1715668;UHD;5;2016
1715668;UHD;22;2017
1715668;UHD;10;2018
1715668;UHD;36;2019
1715668;UHD;36;2020
1715668;UHD;27;2021
1715668;UHD;5;2022
1715669;UHD;16;2016
1715669;UHD;50;2017
1715669;UHD;33;2018
1715669;UHD;5;2019
1715694;UHD;7;2016
1715694;UHD;32;2017
1715694;UHD;18;2018
1715694;UHD;7;2019
1715694;UHD;18;2020
1715694;UHD;29;2021
1715694;UHD;1;2022
1715699;UHD;8;2016
1715699;UHD;45;2017
1715699;UHD;48;2018
1715699;UHD;38;2019
1715699;UHD;58;2020
1715699;UHD;25;2021
1715699;UHD;9;2022
1715704;UHD;0;2016
1715704;UHD;2;2017
1715704;UHD;0;2018
1715704;UHD;1;2019
1715704;UHD;0;2020
1715711;UHD;3;2016
1715711;UHD;7;2017
1715711;UHD;7;2018
1715711;UHD;0;2019
1715711;UHD;2;2020
1715711;UHD;19;2021
1715711;UHD;5;2022
1715714;UHD;2;2016
1715714;UHD;10;2017
1715714;UHD;2;2018
1715714;UHD;10;2019
1715714;UHD;12;2020
1715715;UHD;2;2016
1715715;UHD;0;2017
1715715;UHD;1;2018
1715715;UHD;1;2019
1715715;UHD;1;2020
1715715;UHD;0;2021
1715715;UHD;0;2022
1715718;UHD;0;2016
1715718;UHD;23;2017
1715718;UHD;6;2018
1715718;UHD;13;2019
1715718;UHD;23;2020
1715718;UHD;6;2021
1715718;UHD;1;2022
1715723;UHD;1;2016
1715723;UHD;5;2017
1715723;UHD;5;2018
1715723;UHD;4;2019
1715723;UHD;7;2020
1715723;UHD;3;2021
1715723;UHD;3;2022
1715735;UHD;16;2016
1715735;UHD;70;2017
1715735;UHD;102;2018
1715735;UHD;112;2019
1715735;UHD;124;2020
1715735;UHD;183;2021
1715735;UHD;68;2022
1715742;UHD;0;2016
1715742;UHD;0;2017
1715742;UHD;2;2018
1715742;UHD;7;2019
1715742;UHD;6;2020
1715742;UHD;10;2021
1715742;UHD;4;2022
1715743;UHD;15;2016
1715743;UHD;60;2017
1715743;UHD;59;2018
1715743;UHD;36;2019
1715743;UHD;4;2020
1715747;UHD;1;2016
1715747;UHD;13;2017
1715747;UHD;0;2018
1715756;UHD;20;2016
1715756;UHD;81;2017
1715756;UHD;97;2018
1715756;UHD;112;2019
1715756;UHD;90;2020
1715756;UHD;124;2021
1715756;UHD;28;2022
1715767;UHD;5;2016
1715767;UHD;20;2017
1715767;UHD;21;2018
1715767;UHD;7;2019
1715767;UHD;10;2020
1715767;UHD;6;2021
1715767;UHD;2;2022
1715768;UHD;10;2016
1715768;UHD;35;2017
1715768;UHD;34;2018
1715768;UHD;44;2019
1715768;UHD;59;2020
1715768;UHD;50;2021
1715768;UHD;5;2022
1715772;UHD;9;2016
1715772;UHD;30;2017
1715772;UHD;48;2018
1715772;UHD;38;2019
1715772;UHD;45;2020
1715772;UHD;30;2021
1715772;UHD;6;2022
1715773;UHD;13;2016
1715773;UHD;44;2017
1715773;UHD;37;2018
1715773;UHD;31;2019
1715773;UHD;33;2020
1715773;UHD;32;2021
1715774;UHD;0;2016
1715774;UHD;1;2017
1715774;UHD;1;2018
1715774;UHD;0;2019
1715774;UHD;0;2020
1715774;UHD;0;2021
1715774;UHD;0;2022
1715780;UHD;3;2016
1715780;UHD;75;2017
1715780;UHD;32;2018
1715780;UHD;64;2019
1715780;UHD;74;2020
1715780;UHD;94;2021
1715780;UHD;27;2022
1715784;UHD;0;2016
1715784;UHD;7;2017
1715784;UHD;0;2018
1715785;UHD;8;2016
1715785;UHD;43;2017
1715785;UHD;33;2018
1715785;UHD;47;2019
1715785;UHD;53;2020
1715785;UHD;75;2021
1715785;UHD;21;2022
1715787;UHD;8;2016
1715787;UHD;27;2017
1715787;UHD;12;2018
1715787;UHD;26;2019
1715787;UHD;24;2020
1715787;UHD;27;2021
1715787;UHD;6;2022
1715791;UHD;4;2016
1715791;UHD;17;2017
1715791;UHD;13;2018
1715791;UHD;21;2019
1715791;UHD;6;2020
1715791;UHD;12;2021
1715791;UHD;1;2022
1720001;UHD;3;2016
1720001;UHD;7;2017
1720001;UHD;9;2018
1720001;UHD;12;2019
1720001;UHD;30;2020
1720001;UHD;6;2021
1720001;UHD;0;2022
1720010;UHD;6;2016
1720010;UHD;23;2017
1720010;UHD;20;2018
1720010;UHD;30;2019
1720010;UHD;17;2020
1720010;UHD;22;2021
1720010;UHD;1;2022
1720017;UHD;7;2016
1720017;UHD;14;2017
1720017;UHD;14;2018
1720017;UHD;5;2019
1720017;UHD;15;2020
1720017;UHD;5;2021
1720017;UHD;3;2022
1720018;UHD;0;2016
1720018;UHD;2;2017
1720018;UHD;0;2018
1720018;UHD;0;2019
1720018;UHD;6;2020
1720018;UHD;2;2021
1720018;UHD;2;2022
1720021;UHD;5;2016
1720021;UHD;17;2017
1720021;UHD;24;2018
1720021;UHD;34;2019
1720021;UHD;35;2020
1720021;UHD;26;2021
1720021;UHD;7;2022
1720023;UHD;7;2016
1720023;UHD;29;2017
1720023;UHD;41;2018
1720023;UHD;56;2019
1720023;UHD;83;2020
1720023;UHD;48;2021
1720023;UHD;6;2022
1720029;UHD;8;2016
1720029;UHD;33;2017
1720029;UHD;26;2018
1720029;UHD;15;2019
1720029;UHD;26;2020
1720029;UHD;20;2021
1720029;UHD;9;2022
1720043;UHD;3;2016
1720043;UHD;9;2017
1720043;UHD;12;2018
1720043;UHD;15;2019
1720043;UHD;21;2020
1720043;UHD;0;2021
1720050;UHD;7;2016
1720050;UHD;11;2017
1720050;UHD;1;2018
1720050;UHD;0;2019
1720050;UHD;0;2020
1720050;UHD;1;2021
1720050;UHD;0;2022
1720052;UHD;4;2016
1720052;UHD;10;2017
1720052;UHD;8;2018
1720052;UHD;3;2019
1720052;UHD;16;2020
1720052;UHD;7;2021
1720052;UHD;0;2022
1720053;UHD;1;2016
1720053;UHD;9;2017
1720053;UHD;7;2018
1720053;UHD;8;2019
1720053;UHD;12;2020
1720053;UHD;12;2021
1720053;UHD;4;2022
1720062;UHD;20;2016
1720062;UHD;97;2017
1720062;UHD;138;2018
1720062;UHD;147;2019
1720062;UHD;173;2020
1720062;UHD;142;2021
1720062;UHD;27;2022
1720074;UHD;2;2016
1720074;UHD;13;2017
1720074;UHD;7;2018
1720074;UHD;5;2019
1720074;UHD;6;2020
1720074;UHD;3;2021
1720074;UHD;2;2022
1720077;UHD;1;2016
1720077;UHD;10;2017
1720077;UHD;11;2018
1720077;UHD;2;2019
1720077;UHD;5;2020
1720077;UHD;8;2021
1720077;UHD;2;2022
1720079;UHD;18;2016
1720079;UHD;49;2017
1720079;UHD;40;2018
1720079;UHD;47;2019
1720079;UHD;28;2020
1720079;UHD;56;2021
1720079;UHD;19;2022
1720089;UHD;18;2016
1720089;UHD;66;2017
1720089;UHD;90;2018
1720089;UHD;79;2019
1720089;UHD;218;2020
1720089;UHD;236;2021
1720089;UHD;73;2022
1720109;UHD;27;2016
1720109;UHD;71;2017
1720109;UHD;86;2018
1720109;UHD;160;2019
1720109;UHD;99;2020
1720109;UHD;79;2021
1720109;UHD;27;2022
1720121;UHD;19;2016
1720121;UHD;146;2017
1720121;UHD;127;2018
1720121;UHD;155;2019
1720121;UHD;107;2020
1720121;UHD;118;2021
1720121;UHD;58;2022
1720125;UHD;11;2016
1720128;UHD;13;2016
1720128;UHD;38;2017
1720128;UHD;62;2018
1720128;UHD;64;2019
1720128;UHD;5;2020
1720130;UHD;16;2016
1720130;UHD;27;2017
1720130;UHD;61;2018
1720130;UHD;42;2019
1720130;UHD;30;2020
1720130;UHD;55;2021
1720130;UHD;12;2022
1720169;UHD;5;2016
1720169;UHD;6;2017
1720169;UHD;2;2018
1720169;UHD;14;2019
1720169;UHD;11;2020
1720169;UHD;4;2021
1720169;UHD;1;2022
1720213;UHD;4;2016
1720213;UHD;16;2017
1720213;UHD;29;2018
1720213;UHD;22;2019
1720213;UHD;23;2020
1720213;UHD;20;2021
1720213;UHD;4;2022
1720215;UHD;19;2016
1720215;UHD;41;2017
1720215;UHD;36;2018
1720215;UHD;64;2019
1720215;UHD;134;2020
1720215;UHD;75;2021
1720215;UHD;21;2022
1720217;UHD;0;2016
1720217;UHD;0;2017
1720217;UHD;0;2018
1720217;UHD;0;2019
1720217;UHD;0;2020
1720217;UHD;0;2021
1720217;UHD;0;2022
1720231;UHD;1;2016
1720231;UHD;25;2017
1720231;UHD;11;2018
1720231;UHD;13;2019
1720231;UHD;28;2020
1720231;UHD;6;2021
1720235;UHD;8;2016
1720235;UHD;26;2017
1720235;UHD;36;2018
1720235;UHD;33;2019
1720235;UHD;48;2020
1720235;UHD;14;2021
1720235;UHD;5;2022
1720249;UHD;6;2016
1720249;UHD;37;2017
1720249;UHD;47;2018
1720249;UHD;37;2019
1720249;UHD;24;2020
1720249;UHD;25;2021
1720249;UHD;7;2022
1721295;UHD;3;2016
1721295;UHD;19;2017
1721295;UHD;23;2018
1721295;UHD;8;2019
1721295;UHD;12;2020
1721295;UHD;5;2021
1721295;UHD;0;2022
1721472;UHD;0;2016
1721472;UHD;5;2017
1721472;UHD;3;2018
1722037;UHD;23;2016
1722037;UHD;59;2017
1722037;UHD;40;2018
1722037;UHD;66;2019
1722037;UHD;62;2020
1722037;UHD;42;2021
1722037;UHD;13;2022
1722061;UHD;12;2016
1722061;UHD;17;2017
1722061;UHD;0;2018
1730004;UHD;4;2016
1730004;UHD;6;2017
1730004;UHD;9;2018
1730004;UHD;9;2019
1730004;UHD;9;2020
1730004;UHD;1;2021
1730004;UHD;1;2022
1730006;UHD;2;2016
1730006;UHD;23;2017
1730006;UHD;27;2018
1730006;UHD;12;2019
1730008;UHD;0;2016
1730008;UHD;0;2017
1730008;UHD;11;2018
1730008;UHD;7;2019
1730008;UHD;3;2020
1730008;UHD;2;2021
1730008;UHD;5;2022
1730009;UHD;2;2016
1730009;UHD;4;2017
1730009;UHD;7;2018
1730009;UHD;19;2019
1730009;UHD;8;2020
1730009;UHD;8;2021
1730009;UHD;2;2022
1730015;UHD;18;2016
1730015;UHD;78;2017
1730015;UHD;54;2018
1730015;UHD;88;2019
1730015;UHD;85;2020
1730015;UHD;57;2021
1730015;UHD;8;2022
1730020;UHD;4;2016
1730021;UHD;3;2016
1730021;UHD;20;2017
1730021;UHD;18;2018
1730021;UHD;8;2019
1730021;UHD;7;2020
1730021;UHD;5;2021
1730021;UHD;2;2022
1730027;UHD;2;2016
1730027;UHD;20;2017
1730027;UHD;25;2018
1730027;UHD;18;2019
1730027;UHD;22;2020
1730027;UHD;29;2021
1730027;UHD;10;2022
1730029;UHD;24;2016
1730029;UHD;29;2017
1730029;UHD;40;2018
1730029;UHD;44;2019
1730029;UHD;64;2020
1730029;UHD;46;2021
1730029;UHD;13;2022
1730034;UHD;17;2016
1730034;UHD;88;2017
1730034;UHD;55;2018
1730034;UHD;46;2019
1730034;UHD;24;2020
1730034;UHD;28;2021
1730034;UHD;14;2022
1730495;UHD;1;2016
1730495;UHD;8;2017
1730495;UHD;6;2018
1730495;UHD;7;2019
1730495;UHD;7;2020
1730495;UHD;4;2021
1730495;UHD;0;2022
1730507;UHD;0;2016
1730507;UHD;1;2017
1730507;UHD;1;2018
1730507;UHD;4;2019
1730507;UHD;4;2020
1730507;UHD;1;2021
1730507;UHD;0;2022
1730516;UHD;1;2016
1730516;UHD;8;2017
1730516;UHD;10;2018
1730516;UHD;0;2019
1730544;UHD;0;2016
1730544;UHD;1;2017
1730544;UHD;0;2018
1730544;UHD;0;2019
1730544;UHD;0;2020
1730544;UHD;0;2021
1730544;UHD;0;2022
1730555;UHD;0;2016
1730555;UHD;2;2017
1730555;UHD;8;2018
1730555;UHD;18;2019
1730555;UHD;7;2020
1730555;UHD;4;2021
1730555;UHD;0;2022
1730557;UHD;1;2016
1730557;UHD;16;2017
1730557;UHD;4;2018
1730557;UHD;6;2019
1730560;UHD;0;2016
1740023;UHD;4;2016
1750102;UHD;3;2016
1750102;UHD;0;2017
1750102;UHD;1;2018
1750106;UHD;0;2016
1750106;UHD;9;2017
1750106;UHD;10;2018
1750106;UHD;12;2019
1750106;UHD;2;2020
1750106;UHD;4;2021
1750106;UHD;0;2022
1750111;UHD;0;2016
1750111;UHD;0;2017
1750111;UHD;3;2018
1750111;UHD;2;2019
1750111;UHD;0;2020
1750111;UHD;0;2021
1750111;UHD;0;2022
1750137;UHD;3;2016
1750137;UHD;6;2017
1750137;UHD;5;2018
1750137;UHD;15;2019
1750137;UHD;18;2020
1750137;UHD;10;2021
1750137;UHD;3;2022
1750177;UHD;12;2016
1750177;UHD;28;2017
1750177;UHD;19;2018
1750177;UHD;25;2019
1750177;UHD;28;2020
1750177;UHD;26;2021
1750177;UHD;5;2022
1750184;UHD;14;2016
1750184;UHD;62;2017
1750184;UHD;56;2018
1750184;UHD;48;2019
1750184;UHD;57;2020
1750184;UHD;49;2021
1750184;UHD;14;2022
1750186;UHD;7;2016
1750186;UHD;23;2017
1750186;UHD;8;2018
1750186;UHD;16;2019
1750186;UHD;16;2020
1750186;UHD;23;2021
1750186;UHD;6;2022
1750188;UHD;1;2016
1750188;UHD;14;2017
1750188;UHD;8;2018
1750188;UHD;10;2019
1750188;UHD;6;2020
1750188;UHD;6;2021
1750188;UHD;1;2022
1750190;UHD;2;2016
1750190;UHD;13;2017
1750190;UHD;4;2018
1750214;UHD;3;2016
1750214;UHD;7;2017
1750214;UHD;1;2018
1750216;UHD;0;2016
1750216;UHD;12;2017
1750216;UHD;10;2018
1750216;UHD;19;2019
1750216;UHD;13;2020
1750298;UHD;6;2016
1750298;UHD;16;2017
1750298;UHD;12;2018
1750298;UHD;11;2019
1750298;UHD;10;2020
1750298;UHD;9;2021
1750298;UHD;4;2022
1760002;UHD;40;2016
1760002;UHD;116;2017
1760002;UHD;184;2018
1760002;UHD;176;2019
1760002;UHD;198;2020
1760002;UHD;177;2021
1760002;UHD;56;2022
2000001;UHD;9;2014
2000001;UHD;27;2015
2000001;UHD;44;2016
2000001;UHD;39;2017
2000001;UHD;55;2018
2000001;UHD;102;2019
2000001;UHD;53;2020
2000001;UHD;70;2021
2000001;UHD;23;2022
2000003;UHD;0;2014
2000003;UHD;5;2015
2000003;UHD;10;2016
2000003;UHD;16;2017
2000003;UHD;7;2018
2000003;UHD;3;2019
2000003;UHD;6;2020
2000003;UHD;3;2021
2000003;UHD;0;2022
2000005;UHD;15;2014
2000005;UHD;37;2015
2000005;UHD;60;2016
2000005;UHD;66;2017
2000005;UHD;46;2018
2000005;UHD;34;2019
2000005;UHD;63;2020
2000005;UHD;35;2021
2000005;UHD;10;2022
2000008;UHD;5;2014
2000008;UHD;36;2015
2000008;UHD;42;2016
2000008;UHD;39;2017
2000008;UHD;49;2018
2000008;UHD;78;2019
2000008;UHD;93;2020
2000008;UHD;31;2021
2000008;UHD;5;2022
2000011;UHD;43;2014
2000011;UHD;124;2015
2000011;UHD;121;2016
2000011;UHD;72;2017
2000011;UHD;72;2018
2000011;UHD;134;2019
2000011;UHD;102;2020
2000011;UHD;147;2021
2000011;UHD;40;2022
2000014;UHD;4;2014
2000014;UHD;12;2015
2000014;UHD;6;2016
2000014;UHD;33;2017
2000014;UHD;11;2018
2000014;UHD;47;2019
2000014;UHD;24;2020
2000014;UHD;2;2021
2000014;UHD;0;2022
2000015;UHD;35;2014
2000015;UHD;175;2015
2000015;UHD;159;2016
2000015;UHD;68;2017
2000015;UHD;103;2018
2000015;UHD;96;2019
2000015;UHD;118;2020
2000015;UHD;51;2021
2000015;UHD;18;2022
2000017;UHD;1;2014
2000018;UHD;2;2014
2000021;UHD;0;2014
2000027;UHD;12;2014
2000027;UHD;30;2015
2000027;UHD;39;2016
2000027;UHD;50;2017
2000027;UHD;25;2018
2000027;UHD;46;2019
2000027;UHD;66;2020
2000027;UHD;56;2021
2000027;UHD;14;2022
2000029;UHD;34;2014
2000029;UHD;108;2015
2000029;UHD;172;2016
2000029;UHD;119;2017
2000029;UHD;139;2018
2000029;UHD;148;2019
2000029;UHD;138;2020
2000029;UHD;102;2021
2000029;UHD;25;2022
2000033;UHD;10;2014
2000033;UHD;31;2015
2000033;UHD;48;2016
2000033;UHD;62;2017
2000033;UHD;29;2018
2000033;UHD;40;2019
2000033;UHD;35;2020
2000033;UHD;28;2021
2000033;UHD;14;2022
2000038;UHD;0;2014
2000038;UHD;1;2015
2000038;UHD;4;2016
2000038;UHD;9;2017
2000038;UHD;3;2018
2000038;UHD;12;2019
2000038;UHD;11;2020
2000038;UHD;5;2021
2000038;UHD;0;2022
2000043;UHD;0;2014
2000043;UHD;0;2015
2000044;UHD;4;2014
2000044;UHD;38;2015
2000044;UHD;77;2016
2000044;UHD;50;2017
2000044;UHD;36;2018
2000044;UHD;62;2019
2000044;UHD;129;2020
2000044;UHD;140;2021
2000044;UHD;50;2022
2000045;UHD;4;2014
2000045;UHD;23;2015
2000045;UHD;15;2016
2000045;UHD;10;2017
2000045;UHD;13;2018
2000045;UHD;16;2019
2000045;UHD;21;2020
2000045;UHD;19;2021
2000045;UHD;4;2022
2000057;UHD;47;2014
2000057;UHD;92;2015
2000057;UHD;85;2016
2000057;UHD;48;2017
2000057;UHD;49;2018
2000057;UHD;33;2019
2000057;UHD;35;2020
2000057;UHD;45;2021
2000057;UHD;14;2022
2000064;UHD;3;2014
2000064;UHD;11;2015
2000064;UHD;15;2016
2000064;UHD;25;2017
2000064;UHD;12;2018
2000064;UHD;21;2019
2000064;UHD;24;2020
2000064;UHD;21;2021
2000064;UHD;4;2022
2000068;UHD;16;2014
2000068;UHD;37;2015
2000068;UHD;39;2016
2000068;UHD;43;2017
2000068;UHD;31;2018
2000068;UHD;45;2019
2000068;UHD;47;2020
2000068;UHD;25;2021
2000068;UHD;7;2022
2000076;UHD;2;2014
2000076;UHD;24;2015
2000076;UHD;22;2016
2000076;UHD;23;2017
2000076;UHD;25;2018
2000076;UHD;27;2019
2000076;UHD;18;2020
2000076;UHD;7;2021
2000076;UHD;3;2022
2000092;UHD;17;2014
2000092;UHD;38;2015
2000092;UHD;50;2016
2000092;UHD;37;2017
2000092;UHD;46;2018
2000092;UHD;28;2019
2000092;UHD;17;2020
2000092;UHD;24;2021
2000092;UHD;1;2022
2000093;UHD;7;2014
2000093;UHD;32;2015
2000093;UHD;33;2016
2000093;UHD;18;2017
2000093;UHD;2;2018
2000093;UHD;3;2019
2000093;UHD;14;2020
2000093;UHD;3;2021
2000093;UHD;1;2022
2000095;UHD;15;2014
2000095;UHD;35;2015
2000095;UHD;23;2016
2000095;UHD;27;2017
2000095;UHD;44;2018
2000095;UHD;37;2019
2000095;UHD;48;2020
2000095;UHD;55;2021
2000095;UHD;6;2022
2000101;UHD;1;2014
2000101;UHD;7;2015
2000101;UHD;8;2016
2000101;UHD;6;2017
2000101;UHD;6;2018
2000101;UHD;17;2019
2000101;UHD;15;2020
2000101;UHD;18;2021
2000101;UHD;1;2022
2000110;UHD;8;2014
2000110;UHD;27;2015
2000110;UHD;43;2016
2000110;UHD;45;2017
2000110;UHD;34;2018
2000110;UHD;37;2019
2000110;UHD;53;2020
2000110;UHD;50;2021
2000110;UHD;14;2022
2000114;UHD;9;2014
2000114;UHD;25;2015
2000114;UHD;32;2016
2000114;UHD;59;2017
2000114;UHD;66;2018
2000114;UHD;92;2019
2000114;UHD;81;2020
2000114;UHD;91;2021
2000114;UHD;15;2022
2000117;UHD;2;2014
2000117;UHD;6;2015
2000117;UHD;2;2016
2000117;UHD;5;2017
2000117;UHD;1;2018
2000117;UHD;3;2019
2000117;UHD;6;2020
2000117;UHD;0;2021
2000129;UHD;13;2014
2000129;UHD;44;2015
2000129;UHD;24;2016
2000129;UHD;9;2017
2000130;UHD;32;2014
2000130;UHD;67;2015
2000130;UHD;61;2016
2000133;UHD;23;2014
2000133;UHD;57;2015
2000133;UHD;104;2016
2000133;UHD;55;2017
2000133;UHD;32;2018
